# X_CellCenter Qrad_Est Qrad_Std
0.250000,2702607.250000,31446.057713
0.750000,3263457.250000,24849.900176
1.250000,3431475.357143,37809.620774
1.750000,3554838.607143,19587.272466
2.250000,3585524.750000,30491.644557
2.750000,3619483.857143,37964.334751
3.250000,3608013.178571,37634.702123
3.750000,3632550.357143,52368.262753
4.250000,3634521.857143,23397.332907
4.750000,3634996.000000,47145.506458
5.250000,3628156.000000,34352.254006
5.750000,3608332.750000,43520.517187
6.250000,3620867.250000,38160.667286
6.750000,3650898.892857,41487.095685
7.250000,3591217.571429,31223.535709
7.750000,3648991.428571,25928.523927
8.250000,3631132.214286,44552.683120
8.750000,3636132.285714,40785.549958
9.250000,3641260.892857,46953.272997
9.750000,3619067.142857,39345.093209
10.250000,3610011.750000,27881.404571
10.750000,3636945.750000,35586.727659
11.250000,3636670.857143,59973.745776
11.750000,3640350.750000,52719.335111
12.250000,3575088.857143,33230.112490
12.750000,3543525.785714,33485.936782
13.250000,3533932.928571,31209.341551
13.750000,3435381.321429,23491.964606
14.250000,3242364.678571,42636.485759
14.750000,2702460.928571,40764.640985
