# X_CellCenter Qrad_Value
0.250000,2682309.750000
0.750000,3295555.250000
1.250000,3467583.750000
1.750000,3583246.000000
2.250000,3588994.000000
2.750000,3670690.750000
3.250000,3611666.000000
3.750000,3576894.500000
4.250000,3609000.000000
4.750000,3587239.750000
5.250000,3563634.000000
5.750000,3619932.750000
6.250000,3648316.750000
6.750000,3587312.250000
7.250000,3626709.500000
7.750000,3649763.250000
8.250000,3653689.000000
8.750000,3669778.250000
9.250000,3678098.250000
9.750000,3671105.250000
10.250000,3623837.250000
10.750000,3652138.750000
11.250000,3559339.750000
11.750000,3670233.000000
12.250000,3630850.500000
12.750000,3497608.750000
13.250000,3520795.500000
13.750000,3418560.750000
14.250000,3249609.500000
14.750000,2672145.250000
