# X_CellCenter Qrad_Value
0.250000,2693676.250000
0.750000,3227020.000000
1.250000,3450629.500000
1.750000,3507830.500000
2.250000,3591596.500000
2.750000,3598818.500000
3.250000,3601936.500000
3.750000,3611957.500000
4.250000,3615252.000000
4.750000,3638042.000000
5.250000,3633446.500000
5.750000,3626269.250000
6.250000,3616785.750000
6.750000,3638395.500000
7.250000,3616995.500000
7.750000,3618352.500000
8.250000,3624865.750000
8.750000,3642970.250000
9.250000,3612681.500000
9.750000,3615994.500000
10.250000,3608248.000000
10.750000,3638914.500000
11.250000,3632429.750000
11.750000,3614594.500000
12.250000,3590035.250000
12.750000,3575117.750000
13.250000,3545351.500000
13.750000,3409773.000000
14.250000,3227112.750000
14.750000,2683323.250000
