# X_CellCenter Qrad_Value
0.250000,2725595.500000
0.750000,3248318.250000
1.250000,3470209.750000
1.750000,3526817.500000
2.250000,3522562.250000
2.750000,3623635.000000
3.250000,3639868.000000
3.750000,3684261.250000
4.250000,3634312.750000
4.750000,3699665.250000
5.250000,3681671.000000
5.750000,3590277.750000
6.250000,3552611.750000
6.750000,3620070.250000
7.250000,3576774.750000
7.750000,3661266.250000
8.250000,3545398.500000
8.750000,3569360.250000
9.250000,3558075.250000
9.750000,3615975.250000
10.250000,3650487.250000
10.750000,3609967.250000
11.250000,3693993.000000
11.750000,3654283.000000
12.250000,3530585.750000
12.750000,3547719.750000
13.250000,3572290.000000
13.750000,3413334.750000
14.250000,3186321.000000
14.750000,2632830.750000
