# X_CellCenter Qrad_Value
0.250000,2681478.250000
0.750000,3239108.250000
1.250000,3460712.500000
1.750000,3517161.750000
2.250000,3594418.000000
2.750000,3603688.500000
3.250000,3608443.250000
3.750000,3621984.250000
4.250000,3625742.000000
4.750000,3641954.750000
5.250000,3639917.000000
5.750000,3645455.000000
6.250000,3653472.750000
6.750000,3633788.750000
7.250000,3632073.750000
7.750000,3635898.750000
8.250000,3626857.750000
8.750000,3626913.500000
9.250000,3623662.250000
9.750000,3626956.000000
10.250000,3627142.500000
10.750000,3617124.750000
11.250000,3617201.250000
11.750000,3602714.000000
12.250000,3599131.250000
12.750000,3575610.750000
13.250000,3505008.500000
13.750000,3427805.000000
14.250000,3230461.500000
14.750000,2689997.750000
