# X_CellCenter Qrad_Value
0.250000,2650086.000000
0.750000,3261734.000000
1.250000,3416841.000000
1.750000,3552963.750000
2.250000,3619673.500000
2.750000,3619535.500000
3.250000,3626445.500000
3.750000,3645398.500000
4.250000,3657292.000000
4.750000,3618821.500000
5.250000,3657365.750000
5.750000,3540034.500000
6.250000,3618909.500000
6.750000,3703510.500000
7.250000,3555575.000000
7.750000,3706068.750000
8.250000,3642561.500000
8.750000,3693889.500000
9.250000,3681770.750000
9.750000,3600298.500000
10.250000,3577733.500000
10.750000,3598782.500000
11.250000,3630614.500000
11.750000,3632641.750000
12.250000,3578878.000000
12.750000,3606600.250000
13.250000,3507627.500000
13.750000,3436846.000000
14.250000,3294879.750000
14.750000,2719983.000000
