# X_CellCenter Qrad_Value
0.250000,2700753.250000
0.750000,3236942.250000
1.250000,3439306.500000
1.750000,3522635.000000
2.250000,3574558.000000
2.750000,3614159.250000
3.250000,3624434.750000
3.750000,3628005.000000
4.250000,3627422.750000
4.750000,3633276.250000
5.250000,3632651.500000
5.750000,3625744.750000
6.250000,3614015.750000
6.750000,3632277.500000
7.250000,3624811.500000
7.750000,3626630.500000
8.250000,3647113.750000
8.750000,3640826.500000
9.250000,3597132.250000
9.750000,3600149.000000
10.250000,3613506.750000
10.750000,3620587.750000
11.250000,3616208.750000
11.750000,3591266.500000
12.250000,3602616.000000
12.750000,3585947.500000
13.250000,3542646.750000
13.750000,3437340.000000
14.250000,3238088.500000
14.750000,2716850.250000
