# X_CellCenter Qrad_Value
0.250000,2688338.000000
0.750000,3240269.000000
1.250000,3421240.500000
1.750000,3551874.500000
2.250000,3582667.750000
2.750000,3597631.500000
3.250000,3609661.750000
3.750000,3642563.500000
4.250000,3617015.750000
4.750000,3623870.000000
5.250000,3617372.500000
5.750000,3645915.000000
6.250000,3635336.250000
6.750000,3647436.000000
7.250000,3613772.250000
7.750000,3612141.500000
8.250000,3622036.500000
8.750000,3635447.500000
9.250000,3635678.500000
9.750000,3645515.000000
10.250000,3616669.750000
10.750000,3637326.500000
11.250000,3632514.500000
11.750000,3620583.500000
12.250000,3599113.000000
12.750000,3593228.750000
13.250000,3541921.250000
13.750000,3433146.500000
14.250000,3240636.750000
14.750000,2689380.750000
