# X_CellCenter Qrad_Value
0.250000,2718407.000000
0.750000,3287046.500000
1.250000,3381738.000000
1.750000,3571283.750000
2.250000,3593384.750000
2.750000,3575671.000000
3.250000,3521311.750000
3.750000,3572799.250000
4.250000,3619470.000000
4.750000,3661309.250000
5.250000,3629094.000000
5.750000,3566510.000000
6.250000,3585933.500000
6.750000,3678218.500000
7.250000,3590659.000000
7.750000,3629162.750000
8.250000,3604213.250000
8.750000,3615574.500000
9.250000,3587307.000000
9.750000,3549841.000000
10.250000,3624536.500000
10.750000,3677429.750000
11.250000,3592382.750000
11.750000,3544534.750000
12.250000,3544185.250000
12.750000,3510066.500000
13.250000,3577947.750000
13.750000,3463429.500000
14.250000,3303104.750000
14.750000,2740713.000000
