# X_CellCenter Qrad_Value
0.250000,2689020.750000
0.750000,3238980.500000
1.250000,3430032.250000
1.750000,3519821.000000
2.250000,3600013.750000
2.750000,3613959.250000
3.250000,3599847.500000
3.750000,3614241.000000
4.250000,3645161.500000
4.750000,3621197.250000
5.250000,3664498.500000
5.750000,3634734.750000
6.250000,3617693.000000
6.750000,3642225.000000
7.250000,3639761.750000
7.750000,3652540.500000
8.250000,3650239.500000
8.750000,3627550.000000
9.250000,3635483.750000
9.750000,3635258.500000
10.250000,3627346.500000
10.750000,3610530.250000
11.250000,3606835.500000
11.750000,3599832.000000
12.250000,3616674.750000
12.750000,3593210.250000
13.250000,3532915.250000
13.750000,3448647.250000
14.250000,3243557.750000
14.750000,2675285.000000
