# X_CellCenter Qrad_Value
0.250000,2750403.500000
0.750000,3214380.000000
1.250000,3420758.250000
1.750000,3546516.750000
2.250000,3578418.750000
2.750000,3555711.000000
3.250000,3609928.500000
3.750000,3706054.500000
4.250000,3606304.500000
4.750000,3598145.500000
5.250000,3621238.750000
5.750000,3669939.000000
6.250000,3673549.000000
6.750000,3692381.750000
7.250000,3606459.750000
7.750000,3636169.750000
8.250000,3700826.000000
8.750000,3670704.750000
9.250000,3684914.000000
9.750000,3633569.250000
10.250000,3593127.500000
10.750000,3677406.250000
11.250000,3663898.750000
11.750000,3598952.000000
12.250000,3557288.250000
12.750000,3531920.250000
13.250000,3486529.250000
13.750000,3456582.500000
14.250000,3204718.750000
14.750000,2671580.000000
