# X_CellCenter Qrad_Value
0.250000,2712961.000000
0.750000,3273198.500000
1.250000,3384694.500000
1.750000,3532439.250000
2.250000,3576012.750000
2.750000,3638432.500000
3.250000,3606849.750000
3.750000,3666114.750000
4.250000,3674530.250000
4.750000,3581860.250000
5.250000,3610709.500000
5.750000,3612604.000000
6.250000,3618063.250000
6.750000,3610427.750000
7.250000,3547280.250000
7.750000,3634568.750000
8.250000,3623728.000000
8.750000,3630097.500000
9.250000,3632485.250000
9.750000,3666430.500000
10.250000,3630847.250000
10.750000,3584750.250000
11.250000,3579994.750000
11.750000,3656973.750000
12.250000,3611756.000000
12.750000,3565615.500000
13.250000,3548168.250000
13.750000,3459337.750000
14.250000,3254532.000000
14.750000,2727248.250000
